gene_id,ftype,gene_name,product_name,product_short,plot_label,COG,EC_number
E745S_00500,gene,menH_1,NA,NA,menH_1,,
E745S_00501,gene,NA,NA,NA,E745S_00501,,
E745S_00502,gene,NA,NA,NA,E745S_00502,,
E745S_00503,gene,NA,NA,NA,E745S_00503,,
E745S_00504,gene,fabZ_1,NA,NA,fabZ_1,,
E745S_00505,gene,fabI,NA,NA,fabI,,
E745S_00506,gene,ilvE,NA,NA,ilvE,,
E745S_00507,gene,ykuT,NA,NA,ykuT,,
E745S_00508,gene,NA,NA,NA,E745S_00508,,
E745S_00509,gene,NA,NA,NA,E745S_00509,,
E745S_00510,gene,rph,NA,NA,rph,,
E745S_00511,gene,murI,NA,NA,murI,,
E745S_00512,gene,glnP,NA,NA,glnP,,
E745S_00513,gene,glnM,NA,NA,glnM,,
E745S_00514,gene,glnH,NA,NA,glnH,,
E745S_00515,gene,glnQ_1,NA,NA,glnQ_1,,
E745S_00516,gene,trpS2,NA,NA,trpS2,,
E745S_00517,gene,pheT,NA,NA,pheT,,
E745S_00518,gene,pheS,NA,NA,pheS,,
E745S_00519,gene,yodB,NA,NA,yodB,,
E745S_00520,gene,addA,NA,NA,addA,,
E745S_00521,gene,addB_1,NA,NA,addB_1,,
E745S_00522,gene,addB_2,NA,NA,addB_2,,
E745S_00523,gene,NA,NA,NA,E745S_00523,,
E745S_00524,gene,dtpT_1,NA,NA,dtpT_1,,
E745S_00525,gene,dtpT_2,NA,NA,dtpT_2,,
E745S_00526,gene,NA,NA,NA,E745S_00526,,
E745S_00527,gene,NA,NA,NA,E745S_00527,,
E745S_00528,gene,NA,NA,NA,E745S_00528,,
E745S_00529,gene,NA,NA,NA,E745S_00529,,
E745S_00530,gene,NA,NA,NA,E745S_00530,,
E745S_00531,gene,NA,NA,NA,E745S_00531,,
E745S_00532,gene,NA,NA,NA,E745S_00532,,
E745S_00533,gene,NA,NA,NA,E745S_00533,,
E745S_00534,gene,NA,NA,NA,E745S_00534,,
E745S_00535,gene,NA,NA,NA,E745S_00535,,
E745S_00536,gene,NA,NA,NA,E745S_00536,,
E745S_00537,gene,NA,NA,NA,E745S_00537,,
E745S_00538,gene,NA,NA,NA,E745S_00538,,
E745S_00539,gene,NA,NA,NA,E745S_00539,,
E745S_00540,gene,NA,NA,NA,E745S_00540,,
E745S_00541,gene,NA,NA,NA,E745S_00541,,
E745S_00542,gene,NA,NA,NA,E745S_00542,,
E745S_00543,gene,NA,NA,NA,E745S_00543,,
E745S_00544,gene,NA,NA,NA,E745S_00544,,
E745S_00545,gene,NA,NA,NA,E745S_00545,,
E745S_00546,gene,dinG_1,NA,NA,dinG_1,,
E745S_00547,gene,NA,NA,NA,E745S_00547,,
E745S_00548,gene,gpmA_2,NA,NA,gpmA_2,,
E745S_00549,gene,uppP,NA,NA,uppP,,
E745S_00550,gene,zosA,NA,NA,zosA,,
E745S_00551,gene,NA,NA,NA,E745S_00551,,
E745S_00552,gene,NA,NA,NA,E745S_00552,,
E745S_00553,gene,rpsT,NA,NA,rpsT,,
E745S_00554,gene,yqeN,NA,NA,yqeN,,
E745S_00555,gene,comEC,NA,NA,comEC,,
E745S_00556,gene,tadA_1,NA,NA,tadA_1,,
E745S_00557,gene,NA,NA,NA,E745S_00557,,
E745S_00558,gene,NA,NA,NA,E745S_00558,,
E745S_00559,gene,NA,NA,NA,E745S_00559,,
E745S_00560,gene,ylbL,NA,NA,ylbL,,
E745S_00561,gene,coaD,NA,NA,coaD,,
E745S_00562,gene,rsmD,NA,NA,rsmD,,
E745S_00563,gene,NA,NA,NA,E745S_00563,,
E745S_00564,gene,NA,NA,NA,E745S_00564,,
E745S_00565,gene,NA,NA,NA,E745S_00565,,
E745S_00566,gene,pycA,NA,NA,pycA,,
E745S_00567,gene,ftsW_2,NA,NA,ftsW_2,,
E745S_00568,gene,NA,NA,NA,E745S_00568,,
E745S_00569,gene,recQ_1,NA,NA,recQ_1,,
E745S_00570,gene,typA,NA,NA,typA,,
E745S_00571,gene,cysQ,NA,NA,cysQ,,
E745S_00572,gene,NA,NA,NA,E745S_00572,,
E745S_00573,gene,pdhD,NA,NA,pdhD,,
E745S_00574,gene,NA,NA,NA,E745S_00574,,
E745S_00575,gene,pdhB,NA,NA,pdhB,,
E745S_00576,gene,pdhA,NA,NA,pdhA,,
E745S_00577,gene,norG,NA,NA,norG,,
E745S_00578,gene,guaC,NA,NA,guaC,,
E745S_00579,gene,xylH,NA,NA,xylH,,
E745S_00580,gene,xylG,NA,NA,xylG,,
E745S_00581,gene,chvE,NA,NA,chvE,,
E745S_00582,gene,ytfQ,NA,NA,ytfQ,,
E745S_00583,gene,NA,NA,NA,E745S_00583,,
E745S_00584,gene,rhaR_2,NA,NA,rhaR_2,,
E745S_00585,gene,ydhF,NA,NA,ydhF,,
E745S_00586,gene,purD,NA,NA,purD,,
E745S_00587,gene,purH,NA,NA,purH,,
E745S_00588,gene,purN,NA,NA,purN,,
E745S_00589,gene,purM,NA,NA,purM,,
E745S_00590,gene,purF,NA,NA,purF,,
E745S_00591,gene,purL,NA,NA,purL,,
E745S_00592,gene,purQ,NA,NA,purQ,,
E745S_00593,gene,purS,NA,NA,purS,,
E745S_00594,gene,purC,NA,NA,purC,,
E745S_00595,gene,NA,NA,NA,E745S_00595,,
E745S_00596,gene,purB,NA,NA,purB,,
E745S_00597,gene,purK,NA,NA,purK,,
E745S_00598,gene,purE,NA,NA,purE,,
E745S_00599,gene,NA,NA,NA,E745S_00599,,
E745S_00600,gene,xpt,NA,NA,xpt,,
E745S_00601,gene,yteT,NA,NA,yteT,,
E745S_00602,gene,NA,NA,NA,E745S_00602,,
E745S_00603,gene,araQ_1,NA,NA,araQ_1,,
E745S_00604,gene,lacF_2,NA,NA,lacF_2,,
E745S_00605,gene,yesO,NA,NA,yesO,,
E745S_00606,gene,NA,NA,NA,E745S_00606,,
E745S_00607,gene,lytG,NA,NA,lytG,,
E745S_00608,gene,NA,NA,NA,E745S_00608,,
E745S_00609,gene,NA,NA,NA,E745S_00609,,
E745S_00610,gene,iolU_1,NA,NA,iolU_1,,
E745S_00611,gene,NA,NA,NA,E745S_00611,,
E745S_00612,gene,NA,NA,NA,E745S_00612,,
E745S_00613,gene,yqiK,NA,NA,yqiK,,
E745S_00614,gene,yuaF,NA,NA,yuaF,,
E745S_00615,gene,dcuS_1,NA,NA,dcuS_1,,
E745S_00616,gene,dcuS_2,NA,NA,dcuS_2,,
E745S_00617,gene,dcuR,NA,NA,dcuR,,
E745S_00618,gene,hgdH,NA,NA,hgdH,,
E745S_00619,gene,NA,NA,NA,E745S_00619,,
E745S_00620,gene,agaA_1,NA,NA,agaA_1,,
E745S_00621,gene,NA,NA,NA,E745S_00621,,
E745S_00622,gene,alaA,NA,NA,alaA,,
E745S_00623,gene,NA,NA,NA,E745S_00623,,
E745S_00624,gene,NA,NA,NA,E745S_00624,,
E745S_00625,gene,NA,NA,NA,E745S_00625,,
E745S_00626,gene,NA,NA,NA,E745S_00626,,
E745S_00627,gene,NA,NA,NA,E745S_00627,,
E745S_00628,gene,NA,NA,NA,E745S_00628,,
E745S_00629,gene,fosX,NA,NA,fosX,,
E745S_00630,gene,NA,NA,NA,E745S_00630,,
E745S_00631,gene,smc_1,NA,NA,smc_1,,
E745S_00632,gene,NA,NA,NA,E745S_00632,,
E745S_00633,gene,ycfH,NA,NA,ycfH,,
E745S_00634,gene,ssuB,NA,NA,ssuB,,
E745S_00635,gene,thiY,NA,NA,thiY,,
E745S_00636,gene,ribX,NA,NA,ribX,,
E745S_00637,gene,garB,NA,NA,garB,,
E745S_00638,gene,NA,NA,NA,E745S_00638,,
E745S_00639,gene,opuCA_1,NA,NA,opuCA_1,,
E745S_00640,gene,NA,NA,NA,E745S_00640,,
E745S_00641,gene,NA,NA,NA,E745S_00641,,
E745S_00642,gene,NA,NA,NA,E745S_00642,,
E745S_00643,gene,NA,NA,NA,E745S_00643,,
E745S_00644,gene,exuR_1,NA,NA,exuR_1,,
E745S_00645,gene,NA,NA,NA,E745S_00645,,
E745S_00646,gene,NA,NA,NA,E745S_00646,,
E745S_00647,gene,NA,NA,NA,E745S_00647,,
E745S_00648,gene,NA,NA,NA,E745S_00648,,
E745S_00649,gene,NA,NA,NA,E745S_00649,,
E745S_00650,gene,ppaC,NA,NA,ppaC,,
E745S_00651,gene,pflA,NA,NA,pflA,,
E745S_00652,gene,pflB,NA,NA,pflB,,
E745S_00653,gene,parC,NA,NA,parC,,
E745S_00654,gene,parE,NA,NA,parE,,
E745S_00655,gene,yccU,NA,NA,yccU,,
E745S_00656,gene,plsY,NA,NA,plsY,,
E745S_00657,gene,lacX,NA,NA,lacX,,
E745S_00658,gene,codY,NA,NA,codY,,
E745S_00659,gene,clpY,NA,NA,clpY,,
E745S_00660,gene,hslV,NA,NA,hslV,,
E745S_00661,gene,xerC_4,NA,NA,xerC_4,,
E745S_00662,gene,trmFO,NA,NA,trmFO,,
E745S_00663,gene,topA,NA,NA,topA,,
E745S_00664,gene,dprA,NA,NA,dprA,,
E745S_00665,gene,rnhB,NA,NA,rnhB,,
E745S_00666,gene,rbgA,NA,NA,rbgA,,
E745S_00667,gene,NA,NA,NA,E745S_00667,,
E745S_00668,gene,folT_1,NA,NA,folT_1,,
E745S_00669,gene,sipV,NA,NA,sipV,,
E745S_00670,gene,NA,NA,NA,E745S_00670,,
E745S_00671,gene,msrA_1,NA,NA,msrA_1,,
E745S_00672,gene,NA,NA,NA,E745S_00672,,
E745S_00673,gene,NA,NA,NA,E745S_00673,,
E745S_00674,gene,NA,NA,NA,E745S_00674,,
E745S_00675,gene,NA,NA,NA,E745S_00675,,
E745S_00676,gene,folA_2,NA,NA,folA_2,,
E745S_00677,gene,thyA,NA,NA,thyA,,
E745S_00678,gene,ettA,NA,NA,ettA,,
E745S_00679,gene,NA,NA,NA,E745S_00679,,
E745S_00680,gene,NA,NA,NA,E745S_00680,,
E745S_00681,gene,NA,NA,NA,E745S_00681,,
E745S_00682,gene,cca,NA,NA,cca,,
E745S_00683,gene,ypjD,NA,NA,ypjD,,
E745S_00684,gene,NA,NA,NA,E745S_00684,,
E745S_00685,gene,NA,NA,NA,E745S_00685,,
E745S_00686,gene,bepA,NA,NA,bepA,,
E745S_00687,gene,NA,NA,NA,E745S_00687,,
E745S_00688,gene,hupA,NA,NA,hupA,,
E745S_00689,gene,der,NA,NA,der,,
E745S_00690,gene,ypfD,NA,NA,ypfD,,
E745S_00691,gene,cmk,NA,NA,cmk,,
E745S_00692,gene,NA,NA,NA,E745S_00692,,
E745S_00693,gene,recQ_2,NA,NA,recQ_2,,
E745S_00694,gene,NA,NA,NA,E745S_00694,,
E745S_00695,gene,NA,NA,NA,E745S_00695,,
E745S_00696,gene,NA,NA,NA,E745S_00696,,
E745S_00697,gene,NA,NA,NA,E745S_00697,,
E745S_00698,gene,NA,NA,NA,E745S_00698,,
E745S_00699,gene,fmnP,NA,NA,fmnP,,
E745S_00700,gene,rluB_1,NA,NA,rluB_1,,
E745S_00701,gene,scpB,NA,NA,scpB,,
E745S_00702,gene,scpA,NA,NA,scpA,,
E745S_00703,gene,ribT,NA,NA,ribT,,
E745S_00704,gene,xerD,NA,NA,xerD,,
E745S_00705,gene,NA,NA,NA,E745S_00705,,
E745S_00706,gene,fur,NA,NA,fur,,
E745S_00707,gene,cvfB,NA,NA,cvfB,,
E745S_00708,gene,mapZ,NA,NA,mapZ,,
E745S_00709,gene,NA,NA,NA,E745S_00709,,
E745S_00710,gene,sigA,NA,NA,sigA,,
E745S_00711,gene,dnaG,NA,NA,dnaG,,
E745S_00712,gene,ctpE_1,NA,NA,ctpE_1,,
E745S_00713,gene,NA,NA,NA,E745S_00713,,
E745S_00714,gene,NA,NA,NA,E745S_00714,,
E745S_00715,gene,ydjP,NA,NA,ydjP,,
E745S_00716,gene,mprF_1,NA,NA,mprF_1,,
E745S_00717,gene,tuf_1,NA,NA,tuf_1,,
E745S_00718,gene,NA,NA,NA,E745S_00718,,
E745S_00719,gene,NA,NA,NA,E745S_00719,,
E745S_00720,gene,yvgN,NA,NA,yvgN,,
E745S_00721,gene,NA,NA,NA,E745S_00721,,
E745S_00722,gene,NA,NA,NA,E745S_00722,,
E745S_00723,gene,mvaA,NA,NA,mvaA,,
E745S_00724,gene,thlA,NA,NA,thlA,,
E745S_00725,gene,mvaS,NA,NA,mvaS,,
E745S_00726,gene,NA,NA,NA,E745S_00726,,
E745S_00727,gene,NA,NA,NA,E745S_00727,,
E745S_00728,gene,clsA_1,NA,NA,clsA_1,,
E745S_00729,gene,thiD,NA,NA,thiD,,
E745S_00730,gene,NA,NA,NA,E745S_00730,,
E745S_00731,gene,spxA_2,NA,NA,spxA_2,,
E745S_00732,gene,NA,NA,NA,E745S_00732,,
E745S_00733,gene,NA,NA,NA,E745S_00733,,
E745S_00734,gene,NA,NA,NA,E745S_00734,,
E745S_00735,gene,gmuD_1,NA,NA,gmuD_1,,
E745S_00736,gene,gmuC_1,NA,NA,gmuC_1,,
E745S_00737,gene,gmuR,NA,NA,gmuR,,
E745S_00738,gene,mhqA,NA,NA,mhqA,,
E745S_00739,gene,mhqD,NA,NA,mhqD,,
E745S_00740,gene,mtnB,NA,NA,mtnB,,
E745S_00741,gene,NA,NA,NA,E745S_00741,,
E745S_00742,gene,gatC_2,NA,NA,gatC_2,,
E745S_00743,gene,NA,NA,NA,E745S_00743,,
E745S_00744,gene,gatA_2,NA,NA,gatA_2,,
E745S_00745,gene,lacR_1,NA,NA,lacR_1,,
E745S_00746,gene,lacC_2,NA,NA,lacC_2,,
E745S_00747,gene,NA,NA,NA,E745S_00747,,
E745S_00748,gene,NA,NA,NA,E745S_00748,,
E745S_00749,gene,NA,NA,NA,E745S_00749,,
E745S_00750,gene,arsC,NA,NA,arsC,,
E745S_00751,gene,manR_1,NA,NA,manR_1,,
E745S_00752,gene,manP_1,NA,NA,manP_1,,
E745S_00753,gene,manP_2,NA,NA,manP_2,,
E745S_00754,gene,dgaF,NA,NA,dgaF,,
E745S_00755,gene,dgaE,NA,NA,dgaE,,
E745S_00756,gene,NA,NA,NA,E745S_00756,,
E745S_00757,gene,NA,NA,NA,E745S_00757,,
E745S_00758,gene,NA,NA,NA,E745S_00758,,
E745S_00759,gene,NA,NA,NA,E745S_00759,,
E745S_00760,gene,NA,NA,NA,E745S_00760,,
E745S_00761,gene,NA,NA,NA,E745S_00761,,
E745S_00762,gene,NA,NA,NA,E745S_00762,,
E745S_00763,gene,NA,NA,NA,E745S_00763,,
E745S_00764,gene,NA,NA,NA,E745S_00764,,
E745S_00765,gene,NA,NA,NA,E745S_00765,,
E745S_00766,gene,NA,NA,NA,E745S_00766,,
E745S_00767,gene,NA,NA,NA,E745S_00767,,
E745S_00768,gene,araD,NA,NA,araD,,
E745S_00769,gene,ulaE,NA,NA,ulaE,,
E745S_00770,gene,sgbH,NA,NA,sgbH,,
E745S_00771,gene,NA,NA,NA,E745S_00771,,
E745S_00772,gene,ulaA_2,NA,NA,ulaA_2,,
E745S_00773,gene,NA,NA,NA,E745S_00773,,
E745S_00774,gene,ulaG,NA,NA,ulaG,,
E745S_00775,gene,srlR,NA,NA,srlR,,
E745S_00776,gene,NA,NA,NA,E745S_00776,,
E745S_00777,gene,NA,NA,NA,E745S_00777,,
E745S_00778,gene,NA,NA,NA,E745S_00778,,
E745S_00779,gene,licC_1,NA,NA,licC_1,,
E745S_00780,gene,ptsG_1,NA,NA,ptsG_1,,
E745S_00781,gene,malH,NA,NA,malH,,
E745S_00782,gene,gamP,NA,NA,gamP,,
E745S_00783,gene,NA,NA,NA,E745S_00783,,
E745S_00784,gene,licT_1,NA,NA,licT_1,,
E745S_00785,gene,NA,NA,NA,E745S_00785,,
E745S_00786,gene,NA,NA,NA,E745S_00786,,
E745S_00787,gene,NA,NA,NA,E745S_00787,,
E745S_00788,gene,NA,NA,NA,E745S_00788,,
E745S_00789,gene,NA,NA,NA,E745S_00789,,
E745S_00790,gene,NA,NA,NA,E745S_00790,,
E745S_00791,gene,NA,NA,NA,E745S_00791,,
E745S_00792,gene,NA,NA,NA,E745S_00792,,
E745S_00793,gene,NA,NA,NA,E745S_00793,,
E745S_00794,gene,NA,NA,NA,E745S_00794,,
E745S_00795,gene,NA,NA,NA,E745S_00795,,
E745S_00796,gene,NA,NA,NA,E745S_00796,,
E745S_00797,gene,NA,NA,NA,E745S_00797,,
E745S_00798,gene,NA,NA,NA,E745S_00798,,
E745S_00799,gene,NA,NA,NA,E745S_00799,,
E745S_00800,gene,NA,NA,NA,E745S_00800,,
E745S_00801,gene,sasA_2,NA,NA,sasA_2,,
E745S_00802,gene,arlR_1,NA,NA,arlR_1,,
E745S_00803,gene,gnd,NA,NA,gnd,,
E745S_00804,gene,rpmF_1,NA,NA,rpmF_1,,
E745S_00805,gene,NA,NA,NA,E745S_00805,,
E745S_00806,gene,gltC_1,NA,NA,gltC_1,,
E745S_00807,gene,pyk,NA,NA,pyk,,
E745S_00808,gene,pfkA,NA,NA,pfkA,,
E745S_00809,gene,dnaE,NA,NA,dnaE,,
E745S_00810,gene,NA,NA,NA,E745S_00810,,
E745S_00811,gene,sbnD_1,NA,NA,sbnD_1,,
E745S_00812,gene,NA,NA,NA,E745S_00812,,
E745S_00813,gene,pbuO,NA,NA,pbuO,,
E745S_00814,gene,yitU,NA,NA,yitU,,
E745S_00815,gene,NA,NA,NA,E745S_00815,,
E745S_00816,gene,penA,NA,NA,penA,,
E745S_00817,gene,ybbH_2,NA,NA,ybbH_2,,
E745S_00818,gene,thrS,NA,NA,thrS,,
E745S_00819,gene,NA,NA,NA,E745S_00819,,
E745S_00820,gene,ziaA,NA,NA,ziaA,,
E745S_00821,gene,helD_1,NA,NA,helD_1,,
E745S_00822,gene,NA,NA,NA,E745S_00822,,
E745S_00823,gene,NA,NA,NA,E745S_00823,,
E745S_00824,gene,yeeN,NA,NA,yeeN,,
E745S_00825,gene,tmcAL,NA,NA,tmcAL,,
E745S_00826,gene,COQ5_1,NA,NA,COQ5_1,,
E745S_00827,gene,rsfS,NA,NA,rsfS,,
E745S_00828,gene,NA,NA,NA,E745S_00828,,
E745S_00829,gene,nadD,NA,NA,nadD,,
E745S_00830,gene,NA,NA,NA,E745S_00830,,
E745S_00831,gene,yqeH,NA,NA,yqeH,,
E745S_00832,gene,NA,NA,NA,E745S_00832,,
E745S_00833,gene,accA,NA,NA,accA,,
E745S_00834,gene,accD,NA,NA,accD,,
E745S_00835,gene,cfiB,NA,NA,cfiB,,
E745S_00836,gene,fabZ_2,NA,NA,fabZ_2,,
E745S_00837,gene,accB,NA,NA,accB,,
E745S_00838,gene,fabF,NA,NA,fabF,,
E745S_00839,gene,fabG_2,NA,NA,fabG_2,,
E745S_00840,gene,fabD,NA,NA,fabD,,
E745S_00841,gene,acpA,NA,NA,acpA,,
E745S_00842,gene,fabH,NA,NA,fabH,,
E745S_00843,gene,NA,NA,NA,E745S_00843,,
E745S_00844,gene,uvrC_1,NA,NA,uvrC_1,,
E745S_00845,gene,ykuJ,NA,NA,ykuJ,,
E745S_00846,gene,glxR,NA,NA,glxR,,
E745S_00847,gene,NA,NA,NA,E745S_00847,,
E745S_00848,gene,dgs,NA,NA,dgs,,
E745S_00849,gene,NA,NA,NA,E745S_00849,,
E745S_00850,gene,ptsI,NA,NA,ptsI,,
E745S_00851,gene,ptsH,NA,NA,ptsH,,
E745S_00852,gene,clpE,NA,NA,clpE,,
E745S_00853,gene,NA,NA,NA,E745S_00853,,
E745S_00854,gene,NA,NA,NA,E745S_00854,,
E745S_00855,gene,prfC,NA,NA,prfC,,
E745S_00856,gene,NA,NA,NA,E745S_00856,,
E745S_00857,gene,yhhT,NA,NA,yhhT,,
E745S_00858,gene,NA,NA,NA,E745S_00858,,
E745S_00859,gene,NA,NA,NA,E745S_00859,,
E745S_00860,gene,mutY,NA,NA,mutY,,
E745S_00861,gene,recX,NA,NA,recX,,
E745S_00862,gene,rlmCD,NA,NA,rlmCD,,
E745S_00863,gene,NA,NA,NA,E745S_00863,,
E745S_00864,gene,crtK-2,NA,NA,crtK-2,,
E745S_00865,gene,tagU_2,NA,NA,tagU_2,,
E745S_00866,gene,cspD,NA,NA,cspD,,
E745S_00867,gene,sodA,NA,NA,sodA,,
E745S_00868,gene,NA,NA,NA,E745S_00868,,
E745S_00869,gene,czcD,NA,NA,czcD,,
E745S_00870,gene,NA,NA,NA,E745S_00870,,
E745S_00871,gene,ghrB_1,NA,NA,ghrB_1,,
E745S_00872,gene,NA,NA,NA,E745S_00872,,
E745S_00873,gene,NA,NA,NA,E745S_00873,,
E745S_00874,gene,NA,NA,NA,E745S_00874,,
E745S_00875,gene,NA,NA,NA,E745S_00875,,
E745S_00876,gene,ktrA,NA,NA,ktrA,,
E745S_00877,gene,vraR,NA,NA,vraR,,
E745S_00878,gene,liaS,NA,NA,liaS,,
E745S_00879,gene,NA,NA,NA,E745S_00879,,
E745S_00880,gene,greA,NA,NA,greA,,
E745S_00881,gene,mltG,NA,NA,mltG,,
E745S_00882,gene,pbpX_1,NA,NA,pbpX_1,,
E745S_00883,gene,NA,NA,NA,E745S_00883,,
E745S_00884,gene,wbgU_1,NA,NA,wbgU_1,,
E745S_00885,gene,NA,NA,NA,E745S_00885,,
E745S_00886,gene,pglH_1,NA,NA,pglH_1,,
E745S_00887,gene,NA,NA,NA,E745S_00887,,
E745S_00888,gene,NA,NA,NA,E745S_00888,,
E745S_00889,gene,glyG,NA,NA,glyG,,
E745S_00890,gene,arnC_1,NA,NA,arnC_1,,
E745S_00891,gene,rfbB,NA,NA,rfbB,,
E745S_00892,gene,ispD,NA,NA,ispD,,
E745S_00893,gene,NA,NA,NA,E745S_00893,,
E745S_00894,gene,NA,NA,NA,E745S_00894,,
E745S_00895,gene,wbbD_1,NA,NA,wbbD_1,,
E745S_00896,gene,wbbD_2,NA,NA,wbbD_2,,
E745S_00897,gene,NA,NA,NA,E745S_00897,,
E745S_00898,gene,NA,NA,NA,E745S_00898,,
E745S_00899,gene,arnC_2,NA,NA,arnC_2,,
E745S_00900,gene,NA,NA,NA,E745S_00900,,
E745S_00901,gene,btuD_1,NA,NA,btuD_1,,
E745S_00902,gene,tagG,NA,NA,tagG,,
E745S_00903,gene,NA,NA,NA,E745S_00903,,
E745S_00904,gene,NA,NA,NA,E745S_00904,,
E745S_00905,gene,rmlD,NA,NA,rmlD,,
E745S_00906,gene,rmlB,NA,NA,rmlB,,
E745S_00907,gene,rfbC,NA,NA,rfbC,,
E745S_00908,gene,rfbA,NA,NA,rfbA,,
E745S_00909,gene,NA,NA,NA,E745S_00909,,
E745S_00910,gene,NA,NA,NA,E745S_00910,,
E745S_00911,gene,NA,NA,NA,E745S_00911,,
E745S_00912,gene,tagO,NA,NA,tagO,,
E745S_00913,gene,NA,NA,NA,E745S_00913,,
E745S_00914,gene,map,NA,NA,map,,
E745S_00915,gene,NA,NA,NA,E745S_00915,,
E745S_00916,gene,NA,NA,NA,E745S_00916,,
E745S_00917,gene,pepS,NA,NA,pepS,,
E745S_00918,gene,NA,NA,NA,E745S_00918,,
E745S_00919,gene,NA,NA,NA,E745S_00919,,
E745S_00920,gene,NA,NA,NA,E745S_00920,,
E745S_00921,gene,NA,NA,NA,E745S_00921,,
E745S_00922,gene,NA,NA,NA,E745S_00922,,
E745S_00923,gene,NA,NA,NA,E745S_00923,,
E745S_00924,gene,NA,NA,NA,E745S_00924,,
E745S_00925,gene,NA,NA,NA,E745S_00925,,
E745S_00926,gene,NA,NA,NA,E745S_00926,,
E745S_00927,gene,NA,NA,NA,E745S_00927,,
E745S_00928,gene,NA,NA,NA,E745S_00928,,
E745S_00929,gene,NA,NA,NA,E745S_00929,,
E745S_00930,gene,NA,NA,NA,E745S_00930,,
E745S_00931,gene,NA,NA,NA,E745S_00931,,
E745S_00932,gene,NA,NA,NA,E745S_00932,,
E745S_00933,gene,NA,NA,NA,E745S_00933,,
E745S_00934,gene,NA,NA,NA,E745S_00934,,
E745S_00935,gene,NA,NA,NA,E745S_00935,,
E745S_00936,gene,NA,NA,NA,E745S_00936,,
E745S_00937,gene,NA,NA,NA,E745S_00937,,
E745S_00938,gene,NA,NA,NA,E745S_00938,,
E745S_00939,gene,NA,NA,NA,E745S_00939,,
E745S_00940,gene,NA,NA,NA,E745S_00940,,
E745S_00941,gene,NA,NA,NA,E745S_00941,,
E745S_00942,gene,NA,NA,NA,E745S_00942,,
E745S_00943,gene,NA,NA,NA,E745S_00943,,
E745S_00944,gene,NA,NA,NA,E745S_00944,,
E745S_00945,gene,NA,NA,NA,E745S_00945,,
E745S_00946,gene,NA,NA,NA,E745S_00946,,
E745S_00947,gene,NA,NA,NA,E745S_00947,,
E745S_00948,gene,NA,NA,NA,E745S_00948,,
E745S_00949,gene,NA,NA,NA,E745S_00949,,
E745S_00950,gene,NA,NA,NA,E745S_00950,,
E745S_00951,gene,NA,NA,NA,E745S_00951,,
E745S_00952,gene,NA,NA,NA,E745S_00952,,
E745S_00953,gene,NA,NA,NA,E745S_00953,,
E745S_00954,gene,NA,NA,NA,E745S_00954,,
E745S_00955,gene,NA,NA,NA,E745S_00955,,
E745S_00956,gene,NA,NA,NA,E745S_00956,,
E745S_00957,gene,NA,NA,NA,E745S_00957,,
E745S_00958,gene,NA,NA,NA,E745S_00958,,
E745S_00959,gene,NA,NA,NA,E745S_00959,,
E745S_00960,gene,NA,NA,NA,E745S_00960,,
E745S_00961,gene,NA,NA,NA,E745S_00961,,
E745S_00962,gene,NA,NA,NA,E745S_00962,,
E745S_00963,gene,NA,NA,NA,E745S_00963,,
E745S_00964,gene,NA,NA,NA,E745S_00964,,
E745S_00965,gene,NA,NA,NA,E745S_00965,,
E745S_00966,gene,NA,NA,NA,E745S_00966,,
E745S_00967,gene,NA,NA,NA,E745S_00967,,
E745S_00968,gene,NA,NA,NA,E745S_00968,,
E745S_00969,gene,NA,NA,NA,E745S_00969,,
E745S_00970,gene,NA,NA,NA,E745S_00970,,
E745S_00971,gene,NA,NA,NA,E745S_00971,,
E745S_00972,gene,NA,NA,NA,E745S_00972,,
E745S_00973,gene,NA,NA,NA,E745S_00973,,
E745S_00974,gene,NA,NA,NA,E745S_00974,,
E745S_00975,gene,NA,NA,NA,E745S_00975,,
E745S_00976,gene,NA,NA,NA,E745S_00976,,
E745S_00977,gene,NA,NA,NA,E745S_00977,,
E745S_00978,gene,NA,NA,NA,E745S_00978,,
E745S_00979,gene,NA,NA,NA,E745S_00979,,
E745S_00980,gene,NA,NA,NA,E745S_00980,,
E745S_00981,gene,NA,NA,NA,E745S_00981,,
E745S_00982,gene,NA,NA,NA,E745S_00982,,
E745S_00983,gene,NA,NA,NA,E745S_00983,,
E745S_00984,gene,NA,NA,NA,E745S_00984,,
E745S_00985,gene,NA,NA,NA,E745S_00985,,
E745S_00986,gene,NA,NA,NA,E745S_00986,,
E745S_00987,gene,NA,NA,NA,E745S_00987,,
E745S_00988,gene,NA,NA,NA,E745S_00988,,
E745S_00989,gene,NA,NA,NA,E745S_00989,,
E745S_00990,gene,NA,NA,NA,E745S_00990,,
E745S_00991,gene,xerC_5,NA,NA,xerC_5,,
E745S_00992,gene,groL,NA,NA,groL,,
E745S_00993,gene,groS,NA,NA,groS,,
E745S_00994,gene,MroQ,NA,NA,MroQ,,
E745S_00995,gene,gmuC_2,NA,NA,gmuC_2,,
E745S_00996,gene,NA,NA,NA,E745S_00996,,
E745S_00997,gene,yycJ,NA,NA,yycJ,,
E745S_00998,gene,NA,NA,NA,E745S_00998,,
E745S_00999,gene,NA,NA,NA,E745S_00999,,
E745S_01000,gene,walK_1,NA,NA,walK_1,,
E745S_01001,gene,walR_1,NA,NA,walR_1,,
